src_ip,dest_ip,dest_port,dest_port_weight
149.254.197.100,149.254.197.16,60752,10
149.254.197.100,149.254.197.16,55956,10
149.254.197.100,149.254.197.112,26030,100
149.254.197.100,149.254.197.112,17298,10
149.254.197.100,149.254.197.112,53841,10
149.254.197.100,149.254.197.30,41441,100
149.254.197.100,149.254.197.30,22836,10
149.254.197.100,149.254.197.30,31574,10
149.254.197.100,149.254.197.234,28543,100
149.254.197.100,149.254.197.234,9131,10
149.254.197.100,149.254.197.234,11807,10
149.254.197.100,149.254.197.55,42305,100
149.254.197.100,149.254.197.55,18024,10
149.254.197.100,149.254.197.55,28071,10
149.254.197.100,149.254.197.178,48243,100
149.254.197.100,149.254.197.178,35937,10
149.254.197.100,149.254.197.178,38134,10
149.254.197.100,149.254.197.177,55554,100
149.254.197.100,149.254.197.177,48910,10
149.254.197.100,149.254.197.177,32305,10
149.254.197.100,149.254.197.64,33884,100
149.254.197.100,149.254.197.64,19204,10
149.254.197.100,149.254.197.64,59061,10
149.254.197.100,149.254.197.207,53496,100
149.254.197.100,149.254.197.207,23598,10
149.254.197.100,149.254.197.207,56701,10
149.254.197.100,149.254.197.159,35302,100
149.254.197.100,149.254.197.159,39585,10
149.254.197.100,149.254.197.159,36414,10
149.254.197.100,149.254.197.241,30085,100
149.254.197.100,149.254.197.241,9598,10
149.254.197.100,149.254.197.241,20110,10
149.254.197.100,149.254.197.184,6844,100
149.254.197.100,149.254.197.184,21840,10
149.254.197.100,149.254.197.184,2338,10
149.254.197.100,149.254.197.231,23929,100
149.254.197.100,149.254.197.231,57884,10
149.254.197.100,149.254.197.231,2173,10
149.254.197.100,149.254.197.104,10147,100
149.254.197.100,149.254.197.104,45503,10
149.254.197.100,149.254.197.104,45066,10
149.254.197.100,149.254.197.121,36857,100
149.254.197.100,149.254.197.121,13080,10
149.254.197.100,149.254.197.121,29788,10
149.254.197.100,149.254.197.67,36323,100
149.254.197.100,149.254.197.67,53968,10
149.254.197.100,149.254.197.67,56707,10
149.254.197.100,149.254.197.127,3270,100
149.254.197.100,149.254.197.127,11441,10
149.254.197.100,149.254.197.127,55837,10
149.254.197.100,149.254.197.235,50117,100
149.254.197.100,149.254.197.235,11287,10
149.254.197.100,149.254.197.235,18345,10
149.254.197.100,149.254.197.66,4046,100
149.254.197.100,149.254.197.66,2803,10
149.254.197.100,149.254.197.66,52983,10
149.254.197.100,149.254.197.168,35198,100
149.254.197.100,149.254.197.168,44446,10
149.254.197.100,149.254.197.168,43546,10
149.254.197.100,149.254.197.121,63918,100
149.254.197.100,149.254.197.121,21351,10
149.254.197.100,149.254.197.121,36377,10
149.254.197.100,149.254.197.167,23855,100
149.254.197.100,149.254.197.167,21875,10
149.254.197.100,149.254.197.167,12953,10
149.254.197.100,149.254.197.213,3897,100
149.254.197.100,149.254.197.213,24517,10
149.254.197.100,149.254.197.213,48717,10
149.254.197.100,149.254.197.112,9650,100
149.254.197.100,149.254.197.112,21927,10
149.254.197.100,149.254.197.112,28589,10
149.254.197.100,149.254.197.30,38897,100
149.254.197.100,149.254.197.30,52553,10
149.254.197.100,149.254.197.30,27991,10
149.254.197.100,149.254.197.210,46244,100
149.254.197.100,149.254.197.210,23196,10
149.254.197.100,149.254.197.210,51821,10
149.254.197.100,149.254.197.211,39069,100
149.254.197.100,149.254.197.211,58692,10
149.254.197.100,149.254.197.211,36480,10
149.254.197.100,149.254.197.221,64241,100
149.254.197.100,149.254.197.221,14366,10
149.254.197.100,149.254.197.221,18781,10
149.254.197.100,149.254.197.149,56703,100
149.254.197.100,149.254.197.149,51270,10
149.254.197.100,149.254.197.149,51766,10
149.254.197.100,149.254.197.187,10242,100
149.254.197.100,149.254.197.187,65164,10
149.254.197.100,149.254.197.187,40072,10
149.254.197.100,149.254.197.31,64618,100
149.254.197.100,149.254.197.31,24905,10
149.254.197.100,149.254.197.31,21062,10
149.254.197.100,149.254.197.19,8097,100
149.254.197.100,149.254.197.19,5112,10
149.254.197.100,149.254.197.19,13350,10
149.254.197.100,149.254.197.95,30125,100
149.254.197.100,149.254.197.95,38845,10
149.254.197.100,149.254.197.95,16995,10
149.254.197.100,149.254.197.237,46959,100
149.254.197.100,149.254.197.237,52568,10
149.254.197.100,149.254.197.237,35169,10
149.254.197.100,149.254.197.17,46091,100
149.254.197.100,149.254.197.17,6794,10
149.254.197.100,149.254.197.17,19575,10
149.254.197.100,149.254.197.76,53811,100
149.254.197.100,149.254.197.76,46400,10
149.254.197.100,149.254.197.76,58529,10
149.254.197.100,149.254.197.251,64270,100
149.254.197.100,149.254.197.251,47765,10
149.254.197.100,149.254.197.251,48017,10
149.254.197.100,149.254.197.244,59085,100
149.254.197.100,149.254.197.244,24048,10
149.254.197.100,149.254.197.244,6009,10
149.254.197.100,149.254.197.4,36450,100
149.254.197.100,149.254.197.4,31160,10
149.254.197.100,149.254.197.4,48005,10
149.254.197.100,149.254.197.12,50765,100
149.254.197.100,149.254.197.12,41042,10
149.254.197.100,149.254.197.12,7914,10
149.254.197.100,149.254.197.123,5845,100
149.254.197.100,149.254.197.123,42129,10
149.254.197.100,149.254.197.123,20817,10
149.254.197.100,149.254.197.63,22780,100
149.254.197.100,149.254.197.63,22005,10
149.254.197.100,149.254.197.63,53710,10
149.254.197.100,149.254.197.93,31058,100
149.254.197.100,149.254.197.93,46360,10
149.254.197.100,149.254.197.93,41303,10
149.254.197.100,149.254.197.46,26962,100
149.254.197.100,149.254.197.46,34073,10
149.254.197.100,149.254.197.46,58781,10
149.254.197.100,149.254.197.23,56228,100
149.254.197.100,149.254.197.23,39709,10
149.254.197.100,149.254.197.23,52957,10
149.254.197.100,149.254.197.219,47054,100
149.254.197.100,149.254.197.219,51696,10
149.254.197.100,149.254.197.219,10906,10
149.254.197.100,149.254.197.24,51808,100
149.254.197.100,149.254.197.24,45284,10
149.254.197.100,149.254.197.24,51253,10
149.254.197.100,149.254.197.99,55670,100
149.254.197.100,149.254.197.99,43831,10
149.254.197.100,149.254.197.99,1752,10
149.254.197.100,149.254.197.75,4710,100
149.254.197.100,149.254.197.75,32211,10
149.254.197.100,149.254.197.75,42752,10
149.254.197.100,149.254.197.152,43817,100
149.254.197.100,149.254.197.152,26949,10
149.254.197.100,149.254.197.152,30417,10
149.254.197.100,149.254.197.207,61868,100
149.254.197.100,149.254.197.207,65167,10
149.254.197.100,149.254.197.207,8992,10
149.254.197.100,149.254.197.32,1463,100
149.254.197.100,149.254.197.32,27874,10
149.254.197.100,149.254.197.32,55621,10
149.254.197.100,149.254.197.237,38949,100
149.254.197.100,149.254.197.237,39812,10
149.254.197.100,149.254.197.237,56531,10
149.254.197.100,149.254.197.157,3718,100
149.254.197.100,149.254.197.157,22390,10
149.254.197.100,149.254.197.157,13559,10
149.254.197.100,149.254.197.137,25622,100
149.254.197.100,149.254.197.137,21709,10
149.254.197.100,149.254.197.137,28672,10
149.254.197.100,149.254.197.255,38325,100
149.254.197.100,149.254.197.255,60000,10
149.254.197.100,149.254.197.255,1940,10
149.254.197.100,149.254.197.157,53304,100
149.254.197.100,149.254.197.157,32953,10
149.254.197.100,149.254.197.157,15756,10
149.254.197.100,149.254.197.60,13979,100
149.254.197.100,149.254.197.60,12647,10
149.254.197.100,149.254.197.60,41645,10
149.254.197.100,149.254.197.113,18496,100
149.254.197.100,149.254.197.113,62206,10
149.254.197.100,149.254.197.113,44900,10
149.254.197.100,149.254.197.184,28570,100
149.254.197.100,149.254.197.184,30647,10
149.254.197.100,149.254.197.184,53920,10
149.254.197.100,149.254.197.87,18431,100
149.254.197.100,149.254.197.87,13132,10
149.254.197.100,149.254.197.87,63669,10
149.254.197.100,149.254.197.63,65092,100
149.254.197.100,149.254.197.63,38111,10
149.254.197.100,149.254.197.63,19613,10
149.254.197.100,149.254.197.223,64907,100
149.254.197.100,149.254.197.223,17121,10
149.254.197.100,149.254.197.223,30591,10
149.254.197.100,149.254.197.75,51409,100
149.254.197.100,149.254.197.75,2707,10
149.254.197.100,149.254.197.75,15021,10
149.254.197.100,149.254.197.85,65032,100
149.254.197.100,149.254.197.85,47812,10
149.254.197.100,149.254.197.85,22439,10
149.254.197.100,149.254.197.175,21879,100
149.254.197.100,149.254.197.175,42216,10
149.254.197.100,149.254.197.175,56476,10
149.254.197.100,149.254.197.48,35953,100
149.254.197.100,149.254.197.48,56029,10
149.254.197.100,149.254.197.48,43602,10
149.254.197.100,149.254.197.237,51422,100
149.254.197.100,149.254.197.237,25850,10
149.254.197.100,149.254.197.237,23358,10
149.254.197.100,149.254.197.180,51713,100
149.254.197.100,149.254.197.180,30625,10
149.254.197.100,149.254.197.180,31500,10
149.254.197.100,149.254.197.220,57410,100
149.254.197.100,149.254.197.220,8161,10
149.254.197.100,149.254.197.220,30614,10
149.254.197.100,149.254.197.254,7927,100
149.254.197.100,149.254.197.254,18187,10
149.254.197.100,149.254.197.254,61994,10
149.254.197.100,149.254.197.110,56943,100
149.254.197.100,149.254.197.110,8201,10
149.254.197.100,149.254.197.110,13564,10
149.254.197.100,149.254.197.103,13311,100
149.254.197.100,149.254.197.103,23025,10
149.254.197.100,149.254.197.103,57570,10
149.254.197.100,149.254.197.200,18788,100
149.254.197.100,149.254.197.200,33428,10
149.254.197.100,149.254.197.200,22657,10
149.254.197.100,149.254.197.88,6724,100
149.254.197.100,149.254.197.88,7967,10
149.254.197.100,149.254.197.88,8529,10
149.254.197.100,149.254.197.52,40793,100
149.254.197.100,149.254.197.52,39221,10
149.254.197.100,149.254.197.52,9604,10
149.254.197.100,149.254.197.81,36563,100
149.254.197.100,149.254.197.81,26401,10
149.254.197.100,149.254.197.81,13340,10
149.254.197.100,149.254.197.227,19781,100
149.254.197.100,149.254.197.227,34598,10
149.254.197.100,149.254.197.227,28266,10
149.254.197.100,149.254.197.237,56724,100
149.254.197.100,149.254.197.237,51915,10
149.254.197.100,149.254.197.237,13300,10
149.254.197.100,149.254.197.224,25935,100
149.254.197.100,149.254.197.224,28583,10
149.254.197.100,149.254.197.224,25983,10
149.254.197.100,149.254.197.162,37891,100
149.254.197.100,149.254.197.162,44607,10
149.254.197.100,149.254.197.162,52728,10
149.254.197.100,149.254.197.117,46079,100
149.254.197.100,149.254.197.117,6948,10
149.254.197.100,149.254.197.117,34270,10
149.254.197.100,149.254.197.106,57388,100
149.254.197.100,149.254.197.106,12782,10
149.254.197.100,149.254.197.106,6624,10
149.254.197.100,149.254.197.21,37161,100
149.254.197.100,149.254.197.21,6517,10
149.254.197.100,149.254.197.21,32573,10
149.254.197.100,149.254.197.0,35026,100
149.254.197.100,149.254.197.0,1677,10
149.254.197.100,149.254.197.0,16083,10
149.254.197.100,149.254.197.57,2043,100
149.254.197.100,149.254.197.57,26743,10
149.254.197.100,149.254.197.57,10765,10
149.254.197.100,149.254.197.57,1702,100
149.254.197.100,149.254.197.57,61263,10
149.254.197.100,149.254.197.57,59954,10
149.254.197.100,149.254.197.117,17202,100
149.254.197.100,149.254.197.117,58394,10
149.254.197.100,149.254.197.117,3272,10
149.254.197.100,149.254.197.227,38880,100
149.254.197.100,149.254.197.227,29795,10
149.254.197.100,149.254.197.227,3560,10
149.254.197.100,149.254.197.213,12407,100
149.254.197.100,149.254.197.213,33411,10
149.254.197.100,149.254.197.213,29169,10
149.254.197.100,149.254.197.94,32211,100
149.254.197.100,149.254.197.94,47554,10
149.254.197.100,149.254.197.94,21308,10
149.254.197.100,149.254.197.172,31085,100
149.254.197.100,149.254.197.172,53934,10
149.254.197.100,149.254.197.172,15026,10
149.254.197.100,149.254.197.200,52381,100
149.254.197.100,149.254.197.200,18789,10
149.254.197.100,149.254.197.200,44759,10
149.254.197.100,149.254.197.242,37108,100
149.254.197.100,149.254.197.242,20403,10
149.254.197.100,149.254.197.242,12459,10
149.254.197.100,149.254.197.129,48218,100
149.254.197.100,149.254.197.129,13497,10
149.254.197.100,149.254.197.129,24952,10
149.254.197.100,149.254.197.121,52735,100
149.254.197.100,149.254.197.121,44374,10
149.254.197.100,149.254.197.121,51885,10
149.254.197.100,149.254.197.51,24231,100
149.254.197.100,149.254.197.51,54659,10
149.254.197.100,149.254.197.51,40980,10
149.254.197.100,149.254.197.150,6775,100
149.254.197.100,149.254.197.150,53758,10
149.254.197.100,149.254.197.150,3384,10
149.254.197.100,149.254.197.92,63191,100
149.254.197.100,149.254.197.92,13369,10
149.254.197.100,149.254.197.92,26632,10
149.254.197.100,149.254.197.75,39481,100
149.254.197.100,149.254.197.75,49839,10
149.254.197.100,149.254.197.75,57684,10
149.254.197.100,149.254.197.217,34027,100
149.254.197.100,149.254.197.217,36695,10
149.254.197.100,149.254.197.217,57992,10
149.254.197.100,149.254.197.18,39081,100
149.254.197.100,149.254.197.18,49346,10
149.254.197.100,149.254.197.18,32358,10
149.254.197.100,149.254.197.199,36577,100
149.254.197.100,149.254.197.199,44361,10
149.254.197.100,149.254.197.199,35163,10
149.254.197.100,149.254.197.139,56247,100
149.254.197.100,149.254.197.139,23409,10
149.254.197.100,149.254.197.139,13772,10
149.254.197.100,149.254.197.110,21034,100
149.254.197.100,149.254.197.110,23331,10
149.254.197.100,149.254.197.110,11624,10
149.254.197.100,149.254.197.157,51243,100
149.254.197.100,149.254.197.157,46568,10
149.254.197.100,149.254.197.157,59163,10
149.254.197.100,149.254.197.151,20459,100
149.254.197.100,149.254.197.151,27483,10
149.254.197.100,149.254.197.151,3245,10
149.254.197.100,149.254.197.58,61269,100
149.254.197.100,149.254.197.58,35241,10
149.254.197.100,149.254.197.58,8719,10
149.254.197.100,149.254.197.31,52286,100
149.254.197.100,149.254.197.31,23766,10
149.254.197.100,149.254.197.31,58655,10
149.254.197.100,149.254.197.132,49264,100
149.254.197.100,149.254.197.132,57827,10
149.254.197.100,149.254.197.132,9277,10
149.254.197.100,149.254.197.220,16927,100
149.254.197.100,149.254.197.220,39328,10
149.254.197.100,149.254.197.220,19982,10
149.254.197.100,149.254.197.183,23021,100
149.254.197.100,149.254.197.183,26869,10
149.254.197.100,149.254.197.183,60146,10
149.254.197.100,149.254.197.224,31534,100
149.254.197.100,149.254.197.224,31122,10
149.254.197.100,149.254.197.224,49809,10
149.254.197.100,149.254.197.194,26639,100
149.254.197.100,149.254.197.194,64289,10
149.254.197.100,149.254.197.194,10966,10
149.254.197.100,149.254.197.56,60828,100
149.254.197.100,149.254.197.56,35445,10
149.254.197.100,149.254.197.56,26435,10
149.254.197.100,149.254.197.105,17925,100
149.254.197.100,149.254.197.105,8791,10
149.254.197.100,149.254.197.105,39577,10
149.254.197.100,149.254.197.148,24830,100
149.254.197.100,149.254.197.148,46868,10
149.254.197.100,149.254.197.148,49503,10
149.254.197.100,149.254.197.112,47827,100
149.254.197.100,149.254.197.112,43217,10
149.254.197.100,149.254.197.112,50951,10
149.254.197.100,149.254.197.18,13180,100
149.254.197.100,149.254.197.18,60887,10
149.254.197.100,149.254.197.18,46548,10
149.254.197.100,149.254.197.35,12149,100
149.254.197.100,149.254.197.35,21216,10
149.254.197.100,149.254.197.35,18612,10
149.254.197.100,149.254.197.10,31290,100
149.254.197.100,149.254.197.10,4044,10
149.254.197.100,149.254.197.10,48174,10
149.254.197.100,149.254.197.123,41237,100
149.254.197.100,149.254.197.123,27267,10
149.254.197.100,149.254.197.123,21101,10
149.254.197.100,149.254.197.135,65262,100
149.254.197.100,149.254.197.135,35401,10
149.254.197.100,149.254.197.135,27317,10
149.254.197.100,149.254.197.188,60370,100
149.254.197.100,149.254.197.188,16236,10
149.254.197.100,149.254.197.188,57212,10
149.254.197.100,149.254.197.150,56936,100
149.254.197.100,149.254.197.150,58275,10
149.254.197.100,149.254.197.150,63801,10
149.254.197.100,149.254.197.86,14206,100
149.254.197.100,149.254.197.86,31028,10
149.254.197.100,149.254.197.86,13636,10
149.254.197.100,149.254.197.160,16264,100
149.254.197.100,149.254.197.160,38490,10
149.254.197.100,149.254.197.160,14013,10
149.254.197.100,149.254.197.90,61309,100
149.254.197.100,149.254.197.90,44700,10
149.254.197.100,149.254.197.90,18959,10
149.254.197.100,149.254.197.73,37774,100
149.254.197.100,149.254.197.73,58808,10
149.254.197.100,149.254.197.73,45121,10
149.254.197.100,149.254.197.45,13406,100
149.254.197.100,149.254.197.45,51194,10
149.254.197.100,149.254.197.45,16349,10
149.254.197.100,149.254.197.183,59640,100
149.254.197.100,149.254.197.183,52944,10
149.254.197.100,149.254.197.183,29778,10
149.254.197.100,149.254.197.147,45482,100
149.254.197.100,149.254.197.147,57530,10
149.254.197.100,149.254.197.147,9220,10
149.254.197.100,149.254.197.183,44635,100
149.254.197.100,149.254.197.183,45587,10
149.254.197.100,149.254.197.183,58601,10
149.254.197.100,149.254.197.244,39619,100
149.254.197.100,149.254.197.244,53230,10
149.254.197.100,149.254.197.244,46580,10
149.254.197.100,149.254.197.159,20379,100
149.254.197.100,149.254.197.159,21032,10
149.254.197.100,149.254.197.159,5279,10
149.254.197.100,149.254.197.236,43710,100
149.254.197.100,149.254.197.236,18577,10
149.254.197.100,149.254.197.236,48367,10
149.254.197.100,149.254.197.158,2789,100
149.254.197.100,149.254.197.158,31495,10
149.254.197.100,149.254.197.158,38369,10
149.254.197.100,149.254.197.230,12493,100
149.254.197.100,149.254.197.230,54593,10
149.254.197.100,149.254.197.230,21822,10
149.254.197.100,149.254.197.11,39017,100
149.254.197.100,149.254.197.11,17495,10
149.254.197.100,149.254.197.11,59980,10
149.254.197.100,149.254.197.75,62733,100
149.254.197.100,149.254.197.75,32083,10
149.254.197.100,149.254.197.75,46561,10
149.254.197.100,149.254.197.236,42534,100
149.254.197.100,149.254.197.236,29634,10
149.254.197.100,149.254.197.236,10485,10
149.254.197.100,149.254.197.72,30425,100
149.254.197.100,149.254.197.72,16280,10
149.254.197.100,149.254.197.72,6229,10
149.254.197.100,149.254.197.183,43641,100
149.254.197.100,149.254.197.183,41504,10
149.254.197.100,149.254.197.183,63475,10
149.254.197.100,149.254.197.11,13278,100
149.254.197.100,149.254.197.11,43939,10
149.254.197.100,149.254.197.11,3399,10
149.254.197.100,149.254.197.16,65097,100
149.254.197.100,149.254.197.16,36720,10
149.254.197.100,149.254.197.16,23165,10
149.254.197.100,149.254.197.51,57046,100
149.254.197.100,149.254.197.51,49982,10
149.254.197.100,149.254.197.51,44208,10
149.254.197.100,149.254.197.231,5605,100
149.254.197.100,149.254.197.231,31611,10
149.254.197.100,149.254.197.231,46267,10
149.254.197.100,149.254.197.224,13606,100
149.254.197.100,149.254.197.224,64359,10
149.254.197.100,149.254.197.224,28601,10
149.254.197.100,149.254.197.213,59592,100
149.254.197.100,149.254.197.213,1264,10
149.254.197.100,149.254.197.213,58030,10
149.254.197.100,149.254.197.15,7518,100
149.254.197.100,149.254.197.15,26234,10
149.254.197.100,149.254.197.15,46919,10
149.254.197.100,149.254.197.61,64690,100
149.254.197.100,149.254.197.61,26920,10
149.254.197.100,149.254.197.61,8129,10
149.254.197.100,149.254.197.189,24380,100
149.254.197.100,149.254.197.189,24100,10
149.254.197.100,149.254.197.189,11460,10
149.254.197.100,149.254.197.94,52348,100
149.254.197.100,149.254.197.94,44033,10
149.254.197.100,149.254.197.94,26646,10
149.254.197.100,149.254.197.151,12266,100
149.254.197.100,149.254.197.151,53553,10
149.254.197.100,149.254.197.151,61360,10
149.254.197.100,149.254.197.63,48075,100
149.254.197.100,149.254.197.63,35577,10
149.254.197.100,149.254.197.63,25954,10
149.254.197.100,149.254.197.145,54613,100
149.254.197.100,149.254.197.145,13103,10
149.254.197.100,149.254.197.145,51058,10
149.254.197.100,149.254.197.54,28275,100
149.254.197.100,149.254.197.54,37855,10
149.254.197.100,149.254.197.54,37520,10
149.254.197.100,149.254.197.50,27742,100
149.254.197.100,149.254.197.50,63175,10
149.254.197.100,149.254.197.50,10865,10
149.254.197.100,149.254.197.176,26381,100
149.254.197.100,149.254.197.176,34335,10
149.254.197.100,149.254.197.176,2427,10
149.254.197.100,149.254.197.208,55990,100
149.254.197.100,149.254.197.208,39691,10
149.254.197.100,149.254.197.208,51306,10
149.254.197.100,149.254.197.50,15212,100
149.254.197.100,149.254.197.50,14894,10
149.254.197.100,149.254.197.50,59729,10
149.254.197.100,149.254.197.14,26543,100
149.254.197.100,149.254.197.14,16984,10
149.254.197.100,149.254.197.14,52996,10
149.254.197.100,149.254.197.209,33009,100
149.254.197.100,149.254.197.209,12623,10
149.254.197.100,149.254.197.209,47463,10
149.254.197.100,149.254.197.14,22937,100
149.254.197.100,149.254.197.14,53126,10
149.254.197.100,149.254.197.14,60688,10
149.254.197.100,149.254.197.65,20504,100
149.254.197.100,149.254.197.65,16418,10
149.254.197.100,149.254.197.65,27173,10
149.254.197.100,149.254.197.78,29919,100
149.254.197.100,149.254.197.78,42468,10
149.254.197.100,149.254.197.78,1873,10
149.254.197.100,149.254.197.140,44094,100
149.254.197.100,149.254.197.140,36154,10
149.254.197.100,149.254.197.140,17945,10
149.254.197.100,149.254.197.157,13383,100
149.254.197.100,149.254.197.157,42838,10
149.254.197.100,149.254.197.157,40798,10
149.254.197.100,149.254.197.154,25136,100
149.254.197.100,149.254.197.154,52174,10
149.254.197.100,149.254.197.154,43667,10
149.254.197.100,149.254.197.197,61854,100
149.254.197.100,149.254.197.197,32225,10
149.254.197.100,149.254.197.197,3277,10
149.254.197.100,149.254.197.211,45011,100
149.254.197.100,149.254.197.211,8767,10
149.254.197.100,149.254.197.211,25761,10
149.254.197.100,149.254.197.128,6121,100
149.254.197.100,149.254.197.128,36253,10
149.254.197.100,149.254.197.128,65031,10
149.254.197.100,149.254.197.251,44910,100
149.254.197.100,149.254.197.251,10967,10
149.254.197.100,149.254.197.251,23774,10
149.254.197.100,149.254.197.43,19696,100
149.254.197.100,149.254.197.43,31697,10
149.254.197.100,149.254.197.43,5297,10
149.254.197.100,149.254.197.227,16049,100
149.254.197.100,149.254.197.227,50422,10
149.254.197.100,149.254.197.227,65204,10
149.254.197.100,149.254.197.191,20244,100
149.254.197.100,149.254.197.191,37130,10
149.254.197.100,149.254.197.191,41142,10
149.254.197.100,149.254.197.176,22984,100
149.254.197.100,149.254.197.176,59409,10
149.254.197.100,149.254.197.176,10223,10
149.254.197.100,149.254.197.14,39774,100
149.254.197.100,149.254.197.14,24036,10
149.254.197.100,149.254.197.14,16703,10
149.254.197.100,149.254.197.29,27058,100
149.254.197.100,149.254.197.29,46816,10
149.254.197.100,149.254.197.29,34487,10
149.254.197.100,149.254.197.234,10789,100
149.254.197.100,149.254.197.234,53744,10
149.254.197.100,149.254.197.234,61110,10
149.254.197.100,149.254.197.248,1945,100
149.254.197.100,149.254.197.248,42329,10
149.254.197.100,149.254.197.248,51239,10
149.254.197.100,149.254.197.169,10687,100
149.254.197.100,149.254.197.169,47741,10
149.254.197.100,149.254.197.169,15035,10
149.254.197.100,149.254.197.107,21073,100
149.254.197.100,149.254.197.107,48307,10
149.254.197.100,149.254.197.107,54346,10
149.254.197.100,149.254.197.51,41781,100
149.254.197.100,149.254.197.51,18971,10
149.254.197.100,149.254.197.51,40608,10
149.254.197.100,149.254.197.49,33504,100
149.254.197.100,149.254.197.49,52363,10
149.254.197.100,149.254.197.49,13730,10
149.254.197.100,149.254.197.8,51074,100
149.254.197.100,149.254.197.8,53089,10
149.254.197.100,149.254.197.8,34897,10
149.254.197.100,149.254.197.91,50002,100
149.254.197.100,149.254.197.91,33354,10
149.254.197.100,149.254.197.91,48045,10
149.254.197.100,149.254.197.32,14246,100
149.254.197.100,149.254.197.32,22588,10
149.254.197.100,149.254.197.32,58310,10
149.254.197.100,149.254.197.128,62435,100
149.254.197.100,149.254.197.128,43412,10
149.254.197.100,149.254.197.128,65510,10
149.254.197.100,149.254.197.171,15739,100
149.254.197.100,149.254.197.171,22607,10
149.254.197.100,149.254.197.171,40841,10
149.254.197.100,149.254.197.181,64522,100
149.254.197.100,149.254.197.181,54664,10
149.254.197.100,149.254.197.181,30170,10
149.254.197.100,149.254.197.148,17956,100
149.254.197.100,149.254.197.148,8214,10
149.254.197.100,149.254.197.148,61554,10
149.254.197.100,149.254.197.148,7625,100
149.254.197.100,149.254.197.148,53120,10
149.254.197.100,149.254.197.148,21149,10
149.254.197.100,149.254.197.169,30946,100
149.254.197.100,149.254.197.169,54234,10
149.254.197.100,149.254.197.169,41303,10
149.254.197.100,149.254.197.123,46283,100
149.254.197.100,149.254.197.123,31831,10
149.254.197.100,149.254.197.123,55638,10
149.254.197.100,149.254.197.62,58469,100
149.254.197.100,149.254.197.62,39504,10
149.254.197.100,149.254.197.62,11948,10
149.254.197.100,149.254.197.195,64304,100
149.254.197.100,149.254.197.195,59418,10
149.254.197.100,149.254.197.195,51078,10
149.254.197.100,149.254.197.227,32323,100
149.254.197.100,149.254.197.227,44928,10
149.254.197.100,149.254.197.227,26068,10
149.254.197.100,149.254.197.187,31355,100
149.254.197.100,149.254.197.187,50233,10
149.254.197.100,149.254.197.187,62930,10
149.254.197.100,149.254.197.87,17530,100
149.254.197.100,149.254.197.87,59408,10
149.254.197.100,149.254.197.87,23071,10
149.254.197.100,149.254.197.63,35464,100
149.254.197.100,149.254.197.63,32139,10
149.254.197.100,149.254.197.63,14723,10
149.254.197.100,149.254.197.252,50982,100
149.254.197.100,149.254.197.252,36634,10
149.254.197.100,149.254.197.252,7900,10
149.254.197.100,149.254.197.110,62146,100
149.254.197.100,149.254.197.110,19456,10
149.254.197.100,149.254.197.110,1047,10
149.254.197.100,149.254.197.201,32201,100
149.254.197.100,149.254.197.201,4990,10
149.254.197.100,149.254.197.201,60966,10
149.254.197.100,149.254.197.87,62144,100
149.254.197.100,149.254.197.87,32880,10
149.254.197.100,149.254.197.87,10637,10
149.254.197.100,149.254.197.231,19498,100
149.254.197.100,149.254.197.231,12473,10
149.254.197.100,149.254.197.231,54407,10
149.254.197.100,149.254.197.177,47273,100
149.254.197.100,149.254.197.177,27108,10
149.254.197.100,149.254.197.177,22709,10
149.254.197.100,149.254.197.223,40194,100
149.254.197.100,149.254.197.223,25408,10
149.254.197.100,149.254.197.223,26227,10
149.254.197.100,149.254.197.87,31639,100
149.254.197.100,149.254.197.87,34067,10
149.254.197.100,149.254.197.87,53301,10
149.254.197.100,149.254.197.209,44825,100
149.254.197.100,149.254.197.209,45489,10
149.254.197.100,149.254.197.209,22320,10
149.254.197.100,149.254.197.117,54730,100
149.254.197.100,149.254.197.117,1383,10
149.254.197.100,149.254.197.117,41802,10
149.254.197.100,149.254.197.157,8671,100
149.254.197.100,149.254.197.157,38469,10
149.254.197.100,149.254.197.157,19234,10
149.254.197.100,149.254.197.26,12596,100
149.254.197.100,149.254.197.26,34000,10
149.254.197.100,149.254.197.26,60909,10
149.254.197.100,149.254.197.121,1444,100
149.254.197.100,149.254.197.121,47233,10
149.254.197.100,149.254.197.121,56369,10
149.254.197.100,149.254.197.135,64852,100
149.254.197.100,149.254.197.135,36008,10
149.254.197.100,149.254.197.135,33234,10
149.254.197.100,149.254.197.252,17920,100
149.254.197.100,149.254.197.252,30608,10
149.254.197.100,149.254.197.252,7203,10
149.254.197.100,149.254.197.47,32168,100
149.254.197.100,149.254.197.47,37102,10
149.254.197.100,149.254.197.47,48675,10
149.254.197.100,149.254.197.57,7116,100
149.254.197.100,149.254.197.57,7823,10
149.254.197.100,149.254.197.57,43918,10
149.254.197.100,149.254.197.158,48838,100
149.254.197.100,149.254.197.158,10928,10
149.254.197.100,149.254.197.158,44773,10
149.254.197.100,149.254.197.15,55616,100
149.254.197.100,149.254.197.15,30448,10
149.254.197.100,149.254.197.15,62072,10
149.254.197.100,149.254.197.187,18831,100
149.254.197.100,149.254.197.187,63734,10
149.254.197.100,149.254.197.187,54885,10
149.254.197.100,149.254.197.120,17531,100
149.254.197.100,149.254.197.120,27111,10
149.254.197.100,149.254.197.120,54263,10
